REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,PERCENT POSITIVE,A (2009 H1N1),A (H1),A (H3),A (Subtyping not Performed),A (Unable to Subtype),B,H3N2v
HHS Regions,Region 1,2014,23,225,1.33333,0,0,1,2,0,0,0
HHS Regions,Region 2,2014,23,470,3.82979,2,0,10,0,0,6,0
HHS Regions,Region 3,2014,23,334,0.598802,0,0,2,0,0,0,0
HHS Regions,Region 4,2014,23,782,10.1023,0,0,1,30,0,48,0
HHS Regions,Region 5,2014,23,287,2.09059,0,0,2,0,0,4,0
HHS Regions,Region 6,2014,23,529,4.15879,0,0,3,4,0,15,0
HHS Regions,Region 7,2014,23,309,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2014,23,600,6.16667,0,0,11,3,0,23,0
HHS Regions,Region 9,2014,23,578,18.3391,1,0,38,12,0,55,0
HHS Regions,Region 10,2014,23,196,19.3878,0,0,29,0,0,9,0
HHS Regions,Region 1,2014,24,172,0.581395,0,0,0,0,0,1,0
HHS Regions,Region 2,2014,24,476,4.62185,2,0,14,1,0,5,0
HHS Regions,Region 3,2014,24,261,1.53257,0,0,3,0,0,1,0
HHS Regions,Region 4,2014,24,773,10.8668,0,0,3,31,0,50,0
HHS Regions,Region 5,2014,24,250,1.2,1,0,1,0,0,1,0
HHS Regions,Region 6,2014,24,519,6.55106,0,0,13,9,0,12,0
HHS Regions,Region 7,2014,24,295,1.01695,0,0,3,0,0,0,0
HHS Regions,Region 8,2014,24,544,2.02206,0,0,2,0,0,9,0
HHS Regions,Region 9,2014,24,623,17.175,0,0,45,8,0,54,0
HHS Regions,Region 10,2014,24,227,11.0132,0,0,17,1,0,7,0
HHS Regions,Region 1,2014,25,160,0.625,0,0,0,1,0,0,0
HHS Regions,Region 2,2014,25,394,4.56853,2,0,8,0,0,8,0
HHS Regions,Region 3,2014,25,319,0.31348,0,0,1,0,0,0,0
HHS Regions,Region 4,2014,25,662,8.91239,0,0,1,26,0,32,0
HHS Regions,Region 5,2014,25,203,3.44828,0,0,3,0,0,4,0
HHS Regions,Region 6,2014,25,480,1.66667,0,0,2,2,0,4,0
HHS Regions,Region 7,2014,25,251,0.398406,0,0,1,0,0,0,0
HHS Regions,Region 8,2014,25,508,3.14961,0,0,4,3,0,9,0
HHS Regions,Region 9,2014,25,652,13.1902,1,0,31,9,0,45,0
HHS Regions,Region 10,2014,25,248,12.5,0,0,18,2,0,11,0
HHS Regions,Region 1,2014,26,133,2.25564,0,0,0,0,0,3,0
HHS Regions,Region 2,2014,26,404,3.46535,0,0,10,0,0,4,0
HHS Regions,Region 3,2014,26,266,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2014,26,544,9.375,0,0,3,20,0,28,0
HHS Regions,Region 5,2014,26,215,1.39535,0,0,2,0,0,1,0
HHS Regions,Region 6,2014,26,421,0.712589,1,0,0,0,0,2,0
HHS Regions,Region 7,2014,26,272,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2014,26,431,3.48028,0,0,1,1,0,13,0
HHS Regions,Region 9,2014,26,548,11.8613,0,0,18,5,0,42,0
HHS Regions,Region 10,2014,26,200,10,0,0,11,2,0,7,0
HHS Regions,Region 1,2014,27,127,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2014,27,411,3.40633,0,0,10,0,0,4,0
HHS Regions,Region 3,2014,27,204,0.980392,0,0,1,0,0,1,0
HHS Regions,Region 4,2014,27,583,11.1492,0,0,5,19,0,41,0
HHS Regions,Region 5,2014,27,157,0.636943,0,0,1,0,0,0,0
HHS Regions,Region 6,2014,27,356,0.842697,1,0,0,0,0,2,0
HHS Regions,Region 7,2014,27,238,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2014,27,375,1.86667,0,0,1,1,0,5,0
HHS Regions,Region 9,2014,27,507,10.2564,1,0,24,4,0,23,0
HHS Regions,Region 10,2014,27,186,7.52688,0,0,5,2,0,7,0
HHS Regions,Region 1,2014,28,127,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2014,28,406,6.15764,2,0,17,0,0,6,0
HHS Regions,Region 3,2014,28,198,1.0101,0,0,0,0,0,2,0
HHS Regions,Region 4,2014,28,544,8.82353,0,0,0,22,0,26,0
HHS Regions,Region 5,2014,28,167,2.39521,0,0,4,0,0,0,0
HHS Regions,Region 6,2014,28,387,0.516796,0,0,0,0,0,2,0
HHS Regions,Region 7,2014,28,251,0.796813,0,0,2,0,0,0,0
HHS Regions,Region 8,2014,28,387,0.775194,0,0,2,0,0,1,0
HHS Regions,Region 9,2014,28,434,11.5207,1,0,19,7,0,23,0
HHS Regions,Region 10,2014,28,156,10.8974,0,0,11,0,0,6,0
HHS Regions,Region 1,2014,29,126,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2014,29,376,5.85106,0,0,10,0,0,12,0
HHS Regions,Region 3,2014,29,228,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2014,29,571,6.47986,0,0,3,15,0,19,0
HHS Regions,Region 5,2014,29,172,1.16279,0,0,2,0,0,0,0
HHS Regions,Region 6,2014,29,430,0.465116,0,0,0,0,0,2,0
HHS Regions,Region 7,2014,29,241,1.24481,0,0,2,0,0,1,0
HHS Regions,Region 8,2014,29,446,0.44843,0,0,1,0,0,1,0
HHS Regions,Region 9,2014,29,451,9.53437,0,0,14,3,0,26,0
HHS Regions,Region 10,2014,29,147,6.80272,0,0,9,1,0,0,0
HHS Regions,Region 1,2014,30,118,0.847458,0,0,1,0,0,0,0
HHS Regions,Region 2,2014,30,392,4.08163,0,0,9,0,0,7,0
HHS Regions,Region 3,2014,30,207,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2014,30,582,6.35739,0,0,1,18,0,18,0
HHS Regions,Region 5,2014,30,162,1.23457,1,0,1,0,0,0,0
HHS Regions,Region 6,2014,30,350,0.571429,0,0,1,0,0,1,0
HHS Regions,Region 7,2014,30,256,0.390625,0,0,0,0,0,1,0
HHS Regions,Region 8,2014,30,379,0.263852,0,0,0,1,0,0,0
HHS Regions,Region 9,2014,30,512,9.57031,1,0,21,9,0,18,0
HHS Regions,Region 10,2014,30,169,4.73373,0,0,3,0,0,5,0
HHS Regions,Region 1,2014,31,93,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2014,31,351,3.9886,2,0,7,1,0,4,0
HHS Regions,Region 3,2014,31,235,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2014,31,557,3.7702,0,0,3,12,0,6,0
HHS Regions,Region 5,2014,31,161,1.24224,0,0,1,0,0,1,0
HHS Regions,Region 6,2014,31,322,0.310559,0,0,1,0,0,0,0
HHS Regions,Region 7,2014,31,264,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2014,31,380,0.526316,0,0,1,1,0,0,0
HHS Regions,Region 9,2014,31,411,13.1387,0,0,31,10,0,13,0
HHS Regions,Region 10,2014,31,165,7.87879,0,0,9,1,0,3,0
HHS Regions,Region 1,2014,32,85,1.17647,0,0,1,0,0,0,0
HHS Regions,Region 2,2014,32,272,2.20588,2,0,4,0,0,0,0
HHS Regions,Region 3,2014,32,264,0.378788,0,0,0,0,0,1,0
HHS Regions,Region 4,2014,32,609,2.79146,0,0,5,6,0,6,0
HHS Regions,Region 5,2014,32,137,6.56934,2,0,4,2,0,0,1
HHS Regions,Region 6,2014,32,322,0.621118,0,0,2,0,0,0,0
HHS Regions,Region 7,2014,32,284,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2014,32,392,0.510204,0,0,0,0,0,2,0
HHS Regions,Region 9,2014,32,443,10.6095,0,0,27,7,0,13,0
HHS Regions,Region 10,2014,32,165,1.81818,1,0,1,0,0,1,0
HHS Regions,Region 1,2014,33,133,0.75188,0,0,1,0,0,0,0
HHS Regions,Region 2,2014,33,334,4.79042,0,0,8,0,0,8,0
HHS Regions,Region 3,2014,33,205,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2014,33,710,5.07042,0,0,2,16,0,18,0
HHS Regions,Region 5,2014,33,187,4.81283,1,0,8,0,0,0,0
HHS Regions,Region 6,2014,33,305,0.327869,0,0,1,0,0,0,0
HHS Regions,Region 7,2014,33,327,0.30581,0,0,1,0,0,0,0
HHS Regions,Region 8,2014,33,439,0.22779,0,0,0,0,0,1,0
HHS Regions,Region 9,2014,33,479,9.1858,0,0,31,5,0,8,0
HHS Regions,Region 10,2014,33,151,1.98675,0,0,2,0,0,1,0
HHS Regions,Region 1,2014,34,90,1.11111,0,0,0,0,0,1,0
HHS Regions,Region 2,2014,34,292,2.73973,2,0,3,0,0,3,0
HHS Regions,Region 3,2014,34,255,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2014,34,736,4.75543,0,0,0,13,0,22,0
HHS Regions,Region 5,2014,34,186,1.07527,0,0,0,0,0,1,1
HHS Regions,Region 6,2014,34,292,1.36986,0,0,2,0,0,2,0
HHS Regions,Region 7,2014,34,451,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2014,34,456,0.877193,0,0,2,1,0,1,0
HHS Regions,Region 9,2014,34,454,12.1145,1,0,37,5,0,12,0
HHS Regions,Region 10,2014,34,127,0.787402,0,0,1,0,0,0,0
HHS Regions,Region 1,2014,35,101,2.9703,0,0,3,0,0,0,0
HHS Regions,Region 2,2014,35,321,6.23053,6,0,10,0,0,4,0
HHS Regions,Region 3,2014,35,267,0.749064,0,0,2,0,0,0,0
HHS Regions,Region 4,2014,35,912,4.49561,0,0,2,17,0,22,0
HHS Regions,Region 5,2014,35,173,4.04624,0,0,4,0,0,3,0
HHS Regions,Region 6,2014,35,371,1.07817,0,0,0,0,0,4,0
HHS Regions,Region 7,2014,35,680,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2014,35,507,0.394477,0,0,2,0,0,0,0
HHS Regions,Region 9,2014,35,484,9.91736,0,0,30,9,0,9,0
HHS Regions,Region 10,2014,35,157,5.73248,0,0,9,0,0,0,0
HHS Regions,Region 1,2014,36,108,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2014,36,334,2.99401,2,0,3,1,0,4,0
HHS Regions,Region 3,2014,36,368,0.271739,1,0,0,0,0,0,0
HHS Regions,Region 4,2014,36,882,4.98866,0,0,0,23,0,21,0
HHS Regions,Region 5,2014,36,194,2.06186,2,0,2,0,0,0,0
HHS Regions,Region 6,2014,36,485,0.412371,0,0,0,0,0,2,0
HHS Regions,Region 7,2014,36,525,0.571429,0,0,3,0,0,0,0
HHS Regions,Region 8,2014,36,647,0.15456,0,0,0,0,0,1,0
HHS Regions,Region 9,2014,36,524,7.63359,0,0,28,8,0,4,0
HHS Regions,Region 10,2014,36,160,7.5,2,0,8,0,0,2,0
HHS Regions,Region 1,2014,37,143,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2014,37,355,1.12676,1,0,2,1,0,0,0
HHS Regions,Region 3,2014,37,486,0.617284,0,0,2,0,0,1,0
HHS Regions,Region 4,2014,37,1013,3.75123,0,0,2,24,0,12,0
HHS Regions,Region 5,2014,37,479,0.835073,0,0,2,2,0,0,0
HHS Regions,Region 6,2014,37,617,1.2966,0,0,3,0,0,5,0
HHS Regions,Region 7,2014,37,540,0.185185,0,0,1,0,0,0,0
HHS Regions,Region 8,2014,37,906,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2014,37,568,10.5634,0,0,42,6,0,12,0
HHS Regions,Region 10,2014,37,217,5.99078,0,0,12,0,0,1,0
HHS Regions,Region 1,2014,38,191,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2014,38,501,1.79641,2,0,6,0,0,1,0
HHS Regions,Region 3,2014,38,557,1.79533,1,0,9,0,0,0,0
HHS Regions,Region 4,2014,38,1157,4.8401,0,0,2,17,0,37,0
HHS Regions,Region 5,2014,38,416,2.40385,0,0,8,1,0,1,0
HHS Regions,Region 6,2014,38,673,2.08024,1,0,7,1,0,5,0
HHS Regions,Region 7,2014,38,481,0.4158,0,0,2,0,0,0,0
HHS Regions,Region 8,2014,38,852,0.704225,0,0,2,1,0,3,0
HHS Regions,Region 9,2014,38,594,9.76431,2,0,39,11,0,6,0
HHS Regions,Region 10,2014,38,259,2.3166,0,0,6,0,0,0,0
HHS Regions,Region 1,2014,39,180,0.555556,0,0,0,1,0,0,0
HHS Regions,Region 2,2014,39,592,4.05405,0,0,17,0,0,7,0
HHS Regions,Region 3,2014,39,501,1.1976,0,0,5,0,0,1,0
HHS Regions,Region 4,2014,39,1288,5.04658,0,0,3,27,0,35,0
HHS Regions,Region 5,2014,39,427,1.63934,0,0,5,0,0,2,0
HHS Regions,Region 6,2014,39,738,3.11653,1,0,5,4,0,13,0
HHS Regions,Region 7,2014,39,461,0.21692,0,0,0,0,0,1,0
HHS Regions,Region 8,2014,39,813,0.738007,0,0,5,0,0,1,0
HHS Regions,Region 9,2014,39,619,10.3393,0,0,41,18,0,5,0
HHS Regions,Region 10,2014,39,286,2.44755,0,0,6,1,0,0,0
