REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,PERCENT POSITIVE,A (2009 H1N1),A (H1),A (H3),A (Subtyping not Performed),A (Unable to Subtype),B,H3N2v
Census Regions,East South Central,2015,34,X,X,X,X,X,X,X,X,X
Census Regions,West South Central,2015,34,X,X,X,X,X,X,X,X,X
Census Regions,Mountain,2015,34,X,X,X,X,X,X,X,X,X
Census Regions,Pacific,2015,34,X,X,X,X,X,X,X,X,X
Census Regions,New England,2015,35,X,X,X,X,X,X,X,X,X
Census Regions,Mid-Atlantic,2015,35,X,X,X,X,X,X,X,X,X
Census Regions,East North Central,2015,35,X,X,X,X,X,X,X,X,X
Census Regions,West North Central,2015,35,X,X,X,X,X,X,X,X,X
Census Regions,South Atlantic,2015,35,X,X,X,X,X,X,X,X,X
Census Regions,East South Central,2015,35,X,X,X,X,X,X,X,X,X
Census Regions,West South Central,2015,35,X,X,X,X,X,X,X,X,X
Census Regions,Mountain,2015,35,X,X,X,X,X,X,X,X,X
Census Regions,Pacific,2015,35,X,X,X,X,X,X,X,X,X
Census Regions,New England,2015,36,X,X,X,X,X,X,X,X,X
Census Regions,Mid-Atlantic,2015,36,X,X,X,X,X,X,X,X,X
Census Regions,East North Central,2015,36,X,X,X,X,X,X,X,X,X
Census Regions,West North Central,2015,36,X,X,X,X,X,X,X,X,X
Census Regions,South Atlantic,2015,36,X,X,X,X,X,X,X,X,X
Census Regions,East South Central,2015,36,X,X,X,X,X,X,X,X,X
Census Regions,West South Central,2015,36,X,X,X,X,X,X,X,X,X
Census Regions,Mountain,2015,36,X,X,X,X,X,X,X,X,X
Census Regions,Pacific,2015,36,X,X,X,X,X,X,X,X,X
Census Regions,New England,2015,37,X,X,X,X,X,X,X,X,X
Census Regions,Mid-Atlantic,2015,37,X,X,X,X,X,X,X,X,X
Census Regions,East North Central,2015,37,X,X,X,X,X,X,X,X,X
Census Regions,West North Central,2015,37,X,X,X,X,X,X,X,X,X
Census Regions,South Atlantic,2015,37,X,X,X,X,X,X,X,X,X
Census Regions,East South Central,2015,37,X,X,X,X,X,X,X,X,X
Census Regions,West South Central,2015,37,X,X,X,X,X,X,X,X,X
Census Regions,Mountain,2015,37,X,X,X,X,X,X,X,X,X
Census Regions,Pacific,2015,37,X,X,X,X,X,X,X,X,X
Census Regions,New England,2015,38,X,X,X,X,X,X,X,X,X
Census Regions,Mid-Atlantic,2015,38,X,X,X,X,X,X,X,X,X
Census Regions,East North Central,2015,38,X,X,X,X,X,X,X,X,X
Census Regions,West North Central,2015,38,X,X,X,X,X,X,X,X,X
Census Regions,South Atlantic,2015,38,X,X,X,X,X,X,X,X,X
Census Regions,East South Central,2015,38,X,X,X,X,X,X,X,X,X
Census Regions,West South Central,2015,38,X,X,X,X,X,X,X,X,X
Census Regions,Mountain,2015,38,X,X,X,X,X,X,X,X,X
Census Regions,Pacific,2015,38,X,X,X,X,X,X,X,X,X
Census Regions,New England,2015,39,X,X,X,X,X,X,X,X,X
Census Regions,Mid-Atlantic,2015,39,X,X,X,X,X,X,X,X,X
Census Regions,East North Central,2015,39,X,X,X,X,X,X,X,X,X
Census Regions,West North Central,2015,39,X,X,X,X,X,X,X,X,X
Census Regions,South Atlantic,2015,39,X,X,X,X,X,X,X,X,X
Census Regions,East South Central,2015,39,X,X,X,X,X,X,X,X,X
Census Regions,West South Central,2015,39,X,X,X,X,X,X,X,X,X
Census Regions,Mountain,2015,39,X,X,X,X,X,X,X,X,X
Census Regions,Pacific,2015,39,X,X,X,X,X,X,X,X,X
